,Temperature,Clouds,Visibility,Humidity,Pressure,WindSpeed,hour_sin,hour_cos,sin_day_of_month,cos_day_of_month,daylight_duration,Weather_encoded,WeatherDescription_encoded
2024-04-01 06:00:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 06:15:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 06:30:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 06:45:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 07:00:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 07:15:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 07:30:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 07:45:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 08:00:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 08:15:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 08:30:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 08:45:00,14.699999999999989,98.0,10000.0,74.0,1004.0,1.97,1.0,6.123233995736766e-17,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,7.0
2024-04-01 09:00:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
2024-04-01 09:15:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
2024-04-01 09:30:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
2024-04-01 09:45:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
2024-04-01 10:00:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
2024-04-01 10:15:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
2024-04-01 10:30:00,22.95999999999998,51.0,10000.0,40.0,1003.0,3.55,0.7071067811865476,-0.7071067811865475,0.20791169081775931,0.9781476007338057,12.752222222222223,1.0,0.0
